"","","mtu na dada yake"
"","fill_in_the_blanks","mkulima alifikiri fahali wake ni mgonjwa"
"","","kuumwa"
"","","furaha"
"","","huzuni"
"","","kupumzika"
"","fill_in_the_blanks","Fahali alipumzika nyumbani wakati punda akilima shamba"
"","","alipumzika"
"","","alicheza"
"","","aliogelea"
"","","alifanya kazi"
"","meanings","bwana"
"","","mtu mwenye watu wa kumfanyia kazi"
"","meanings","mkulima"
"","","mtu anayemiliki shamba"
"","meanings","mvivu"
"","","asiyekua tayari kufanya kazi au kutumia nguvu"
"","meanings","jembe"
"","","ni kitu kikubwa kinachoambatanishwa na viwembe, chenye kupindua udongo wa chini kuja juu"
"","meanings","mjeledi"
"","","ni mkanda wa ngozi wenye urefu na kishikio cha mkono, hutumika kuchapia mifugo"
"","meanings","kuchoka"
"","","nahitaji kulala au kupumzika"
"","meanings","wazo"
"","","ni fikra au pendekezo alitowalo mtu katika malengo fulani"
"","meanings","uwanja"
"","","sehemu ya ardhi iliyo wazi"
"","picture","fahali"
"","picture","nyasi"
"","picture","jembe"
"","picture","punda"
"","picture","bakuli"
"","picture","gunia"
"","picture","jiwe"
"","picture","mti"
"","words","nyasi"
"","words","kesho"
"","words","nzito"
"","words","vyema"
"Fisi_mlafi","multiple_choice","kalio alikua amekwama wapi?"
"","","kwenye jiwe"
"","","kwenye mti"
"","","porini"
"","","kwneye mfereji"
"","multiple_choice","mama yake Kalio alizungushia nini?"
"","","ua"
"","","nyumba"
"","","blanketi"
"","","kofia"
"","multiple_choice","nini kilitokea kwenye mkia wa mbweha"
"","","ulishika moto"
"","","ulipotea"
"","","ulilowa"
"","","ulibadilika na kuwa wa bluu"
"","fill_in_the_blanks","usimfungulie mtu mwingine"
"","","mtu"
"","","rafiki"
"","","fisi"
"","","mbweha"
"","fill_in_the_blanks","fisi Alipouruka moto, alianguka ndani na kuanza kuteketea"
"","","moto"
"","","kisima"
"","","mto"
"","","bwawa"
"","fill_in_the_blanks","fisi alijificha na kusikiliza"
"","","alijificha"
"","","alikimbia"
"","","aliruka"
"","","alilala"
"","meanings","ua"
"","","ni uzio ama ukuta unaotumika kufunga sehemu"
"","meanings","mgeni asiyefahamika"
"","","ni mtu mpya asiyefahamika au kujulikana"
"","meanings","sikiliza"
"","","kumfanya mtu awe makini na kile utakachokisema"
"","meanings","endelea"
"","","kufanya kitu bila kuacha"
"","meanings","kikao"
"","","makutaniko ya watu kwa makusudio maalumu"
"","meanings","sauti"
"","","mlio anaoutengeneza mtu kwa kutumia mdomo wake"
"","meanings","subiri"
"","","kuendelea kuwepo"
"","meanings","mazoezi"
"","","kufanya kitu kwa kukirudia rudia"
"","picture","mlango"
"","picture","mwamba"
"","picture","ua"
"","picture","chungu"
"","picture","moto"
"","picture","mdudu"
"","picture","mbweha"
"","picture","fisi"
"","words","maji"
"","words","endelea"
"","words","kulinda"
"","words","isiyokua"
"Hadithi_kumhusu_Wangari_Maathai","multiple_choice","Wangari Mathali aliishi wapi?"
"","","Katika kijiji kimoja kwenye mteremko wa Mlima Kenya,"
"","","mjini"
"","","kisiwani"
"","","madukani"
"","multiple_choice","Wangari alienda kusoma wapi?"
"","","amerika"
"","","china"
"","","india"
"","","Tanzania"
"","multiple_choice","Wangari aliwafundisha nini wanawake?"
"","","Aliwafunza wanawake jinsi ya kupanda miti kutokana na miche"
"","","kupika"
"","","jinsi ya kusoma"
"","","lugha ya kigeni"
"","fill_in_the_blanks","Wangari alipenda kufanya kazi za nje"
"","","nje"
"","","ndani"
"","","sebuleni"
"","","ukumbuni"
"","fill_in_the_blanks","Wangari alikuwa mtoto mwerevu na alikuwa na hamu ya kwenda shule."
"","","shule"
"","","mbugani"
"","","mgahawani"
"","","shambani"
"","fill_in_the_blanks","Leo, mamilioni ya miti imemea kutokana na mbegu za Wangari."
"","","miti"
"","","miamba"
"","","makaratasi"
"","","nguo"
"","meanings","panga"
"","","kitu cha chuma chenye makali, kitumikacho kukatia vitu au kama silaha"
"","meanings","bustanini"
"","","sehemu ya ardhi iliyounganishwa na nyumba itumikayo kukuzia maua, matunda au mboga mboga"
"","meanings","mteremko"
"","","sehemu ya ardhi iliyo katika uwanda  wa chini kutoka katika uwanda wa juu"
"","meanings","mfereji"
"","","yenye uipana mwembamba kulinganisha na urefu wake"
"","meanings","yenye nguvu sana"
"","","yenye nguvu sana au uwezo mkubwa"
"","meanings","kushawishi"
"","","kumfanye mtu afanye kitu fulani kwa sababu fulani "
"","meanings","njaa"
"","","kuhisi au kuonyesha uhitaji wa chakula"
"","meanings","kumbuka"
"","","kuwa na uwezo wa kuleta ufahamu wa mtu fulani au kitu fulani kilichopita"
"","picture","nyasi"
"","picture","ua"
"","picture","ndege"
"","picture","mti"
"","picture","karoti"
"","picture","kitabu"
"","picture","kilima"
"","picture","bitruti"
"","words","joto"
"","words","mawio"
"","words","kualikwa"
"","words","kumaliza"
"jimbi_na_sungura","multiple_choice","Sungura na Jimbi walifurahia nini kwa pamoja"
"","","chapio"
"","","kifungua kinywa"
"","","pipi"
"","","maji"
"","multiple_choice","jimbi na familia yake walilalaje?"
"","","walilala vizuri sana"
"","","hawakulala vizuri"
"","","walilala kidogo"
"","","juu ya mti"
"","multiple_choice","familia ya sungura waliamua kujaribu nini?"
"","","kulala kama jimbi"
"","","kua"
"","","kwenda nje"
"","","kuongea"
"","fill_in_the_blanks","jimbi na familia yake walilala baada ya muda mfupi"
"","","walilala"
"","","walishuka chini"
"","","waliimba"
"","","walioga"
"","fill_in_the_blanks","Asubuhi Sungura alitaka kujua siri ya Jimbi"
"","","Siri"
"","","mpango"
"","","jina"
"","","uzito"
"","fill_in_the_blanks","Jimbi alielezea ""Asubuhi tuamkapo, sisi huvirejesha vichwa vyetu mwilini."""
"","","vichwa"
"","","miguu"
"","","mabawa"
"","","mkia"
"","meanings","familia"
"","","kikundi cha watu wenye kushea damu au ndoa"
"","meanings","siri"
"","","kilichofichwa kisionekane au kisijulikane"
"","meanings","pamoja"
"","","kuambatana na mtu au watu"
"","meanings","kulala"
"","","hali ya kuwa na usingizi"
"","meanings","kutokea"
"","","kuchukua nafasi au kuonekana"
"","meanings","utani"
"","","kitu ambacho mtu hufanya ili wengine wacheke au wafurahi"
"","meanings","elezea"
"","","kufanya wazo kueleweka zaidi kiundani"
"","meanings","kuamua"
"","","kutoa kitu akilini ili kifanyike"
"","picture","mlango"
"","picture","moto"
"","picture","sungura"
"","picture","nyumba"
"","words","jimbi"
"","words","kufurahia"
"","words","asubuhi"
"","words","wenyewe"
"jinsi_anansi_alivyopata","multiple_choice","Anansi alipendelea nini?"
"","","kuonja vyakula vilivyopikwa na wanawake wengine kijijini."
"","","kucheza mbugani"
"","","kulowa kwenye mvua"
"","","kunywa maji"
"","multiple_choice","sungura alikua akipika nini?"
"","","mboga"
"","","wali"
"","","mkate"
"","","njegere"
"","multiple_choice","nini kilitokea kwenye mguu wa Anansi"
"","","ilivutika ikawa membamba"
"","","ilikua misafi"
"","","ilikua mifupi"
"","","ilikua imeloa"
"","fill_in_the_blanks","Anansi akasema Nitasokota utandu kisha nifunge ncha moja mguuni kwangu na nyingine chunguni."
"","","chunguni"
"","","mtini"
"","","nyumbani"
"","","motoni"
"","fill_in_the_blanks","Anansi aliwaona Ngedere na mkewe wakipika maharagwe kwenye chungu kikubwa"
"","","ngedere"
"","","kondoo"
"","","fisi"
"","","twiga"
"","fill_in_the_blanks","kila mmoja alivuta kamba yake kwa wakati mmoja"
"","","kila mmoja"
"","","kondoo"
"","","fisi"
"","","simba"
"","meanings","kuvuta"
"","","kufanywa au kuwa na uwezo wa kuwa mrefu au kirefu"
"","meanings","zungusha"
"","","badilisha au hamisha kwa kuzunguka haraka"
"","meanings","mboga mboga"
"","","aina ya mmea utumikao kama chakula"
"","meanings","fikra"
"","","wazo linalotokana na kufikiri"
"","meanings","kuaibisha"
"","","kumfanya mtu ajihisi vibaya tofauti na wengine"
"","meanings","piga"
"","","kuvunja ghafla"
"","meanings","nyembamba"
"","","yenye nyuso mbili zitazamanazo, zilizo karibiana"
"","meanings","kawaida"
"","","hali ya mazowea"
"","picture","mwamba"
"","picture","chungu"
"","picture","majani"
"","picture","maji"
"","words","kupika"
"","words","uzi"
"","words","viazi"
"","words","yenye"
"jinsi_usiku_ulivyoingia","multiple_choice","Opio alienda kuwinda na nani?"
"","","mbwa"
"","","marafiki"
"","","ndege"
"","","wazazi"
"","multiple_choice","Opio alimkimbiza nani?"
"","","paa"
"","","ndege"
"","","mbwa"
"","","paka"
"","multiple_choice","Opio alileta nini kijijini?"
"","","Usikui"
"","","rafiki yake"
"","","mwalimu wake"
"","","binti mfalme"
"","fill_in_the_blanks","Mchana unapoondoka, usiku huingia"
"","","Usikui"
"","","paa"
"","","mbwa"
"","","jua"
"","fill_in_the_blanks","Opio aliporudi kijijini kwake, wanakijiji waliogopa"
"","","waliogopa"
"","","walikua na furaha"
"","","waliumia"
"","","walikua marafiki"
"","fill_in_the_blanks","tutafanya kazi mchana na kupumzika usiku"
"","","tutafanya kazi"
"","","tutacheza"
"","","tutalala"
"","","tutakula"
"","meanings","ugonjwa"
"","","kitendo cha mwili wabinadamu kutokua katika hali yake ya kawaida"
"","meanings","elezea"
"","","kufanya wazo lieleweke"
"","meanings","kuwinda"
"","","kitendo cha kukamata wanyama pori"
"","meanings","kujaribiwa"
"","","kumshawishi mtu kufanya kitu"
"","picture","nyota"
"","picture","sufuria"
"","picture","kitanda"
"","picture","mbwa"
"","picture","nyumba"
"","picture","wingu"
"","picture","jua"
"","picture","kupanda"
"","words","fuatwa"
"","words","kitu"
"","words","swali"
"","words","kuelekea"
"Jumamosi_alasiri","multiple_choice","watoto walienda wapi?"
"","","mtoni"
"","","mjini"
"","","mbugani"
"","","shule"
"","multiple_choice","nani alikula nguo za watoto?"
"","","ng'ombe"
"","","mbwa"
"","","ngedere"
"","","paka"
"","multiple_choice","mto ulikuaje?"
"","","ulikua mzuri na upepo mzuri"
"","","moto"
"","","joto"
"","","mchafu"
"","fill_in_the_blanks","Ilikuwa Jumamosi moja iliyokuwa na joto jingi sana katika mwezi wa Desemba."
"","","jumamosi"
"","","jumatatu"
"","","jumatano"
"","","ijumaa"
"","fill_in_the_blanks","Tuliweka miguu yetu ndani ya mto kuifanya iwe baridi."
"","","mto"
"","","bwawa"
"","","bahar"
"","","bahari"
"","fill_in_the_blanks","Tuliogelea kwa muda mrefu na kusahau kuwa muda ulipita."
"","","muda"
"","","vitabu"
"","","gari"
"","","begi"
"","meanings","chubwii"
"","","sauti inayojitengeza kitu kiingiapo kwenye maji"
"","meanings","kuloweka"
"","","kufanya kitu kilowe kwa kukiweka kwenye maji"
"","meanings","shati"
"","","kiziba mwili kianziacho kiunoni hadi shingoni"
"","meanings","kuogelea"
"","","kusogeza mwili kwenye maji kwa kutumia miguu"
"","meanings","sahau"
"","","hali ya kushindwa kukumbuka"
"","meanings","tafuna"
"","","kungata chakula mdomoni kwa kutumia meno"
"","meanings","kutetemeka"
"","","kutingishika tingishika katika hali isiyoweza kuzuilika kwasabbau ya baridi"
"","meanings","amini"
"","","kukubali kitu fulani kuwa ni kweli"
"","picture","shati"
"","picture","jua"
"","picture","kichaka"
"","picture","mti"
"","words","kujibiwa"
"","words","nguo"
"","words","ua"
"","words","pipi"
"Kalabushe_chiriku","multiple_choice","Kalabushe alikua ni msichana wa namna gani?"
"","","Muongeaji"
"","","mvivu"
"","","mwerevu"
"","","mrefu"
"","multiple_choice","kalabushe alimtembelea nani?"
"","","Shangazi yake mgonjwa"
"","","mama yake"
"","","mwalimu wake"
"","","rafiki yake"
"","multiple_choice","kalabushe alikua kabeba nini?"
"","","nyama, mayai na maziwa"
"","","pipi"
"","","begi tupu"
"","","nguo"
"","fill_in_the_blanks","Sinson alikua fisi aliyebadilika kuwa binadamu"
"","","fisi"
"","","sungura"
"","","jimbi"
"","","nyoka"
"","fill_in_the_blanks","karabushe alipofika, Nyumba ilikua kimya"
"","","kimya"
"","","kelele"
"","","imejaa"
"","","chafu"
"","fill_in_the_blanks","Kalabushe aliendelea kuongea hata alipokua tumboni mwa Sinson"
"","","tumboni"
"","","nyumbani"
"","","bustanini"
"","","kwenye begi"
"","meanings","muongeaji"
"","","mtu mwenye kuongea sana"
"","meanings","bonde"
"","","sehemu ya  uwanda wa chini iliyo katikat ya vilima au milima"
"","meanings","tahadhari"
"","","kumujulisha mtu zaidi kuhusu hatari itakayotekea"
"","meanings","blanketi"
"","","kitambaa kikubwa kizito kitumikacho kujifunikia kitandani"
"","meanings","tumbo"
"","","kiungo cha ndani ya mwili ambapo kazi kubwa ya mmeng'enyo wa chakula hufanyika"
"","meanings","kuchoka"
"","","hali ya kuhitaji kulala au kupumzika"
"","meanings","mshangao"
"","","hali ya kutokutarajia kitu"
"","meanings","kuokoa"
"","","kumsaidia mtu kutoka katika hatari au hali ngumu"
"","words","kusikiliza"
"","words","fisi"
"","words","kufunikwa"
"","words","kujibiwa"
"Kato_Mwakili_na_Shida_Kubwa","multiple_choice","Kato alitokea wapi?"
"","","msitu wa mbali"
"","","mjini"
"","","kijijini"
"","","kilimani"
"","multiple_choice","wanaume walikua wanenda kufanya nini?"
"","","kutengeneza sehemu ya kuegesha magari "
"","","kula mlo wa usikui"
"","","wanaenda dukani"
"","","kutazama muvi"
"","multiple_choice","wanyama waliifikaje msitu wa mbali"
"","","kwa treni"
"","","kwa basi"
"","","kwa gari"
"","","kwa kutembea"
"","fill_in_the_blanks","Katika bustani ndogo jijini, kulikuwa na mti mkubwa."
"","","bustanini"
"","","duka"
"","","barabara"
"","","shule"
"","fill_in_the_blanks","Mashine zilionwa kwanza na familia ya fugo"
"","","Mashine"
"","","vipepeo"
"","","majani"
"","","mto"
"","fill_in_the_blanks","Fugo nao pamoja na panya wadogo na nyoka wa nyasini wanaweza kutumia Fugo ya Moja kwa Moja ipitiayo chini kwa chini."
"","","chini kwa chini"
"","","hewa"
"","","mto"
"","","bahari"
"","meanings","zilionwa"
"","","kuona, kutambua"
"","meanings","maegesho"
"","","sehemu ya kuhifadhia gari kwa muda"
"","meanings","halisi"
"","","sahihi katika maelezo yote"
"","meanings","mashine"
"","","ni mashine zenye kutumia mitambo yenye nguvu katika kufanya kazi"
"","meanings","chini nya ardhi"
"","","chini ya uso wa ardhi"
"","meanings","uhakika"
"","","katika namna yenye uhalisia"
"","meanings","hofu"
"","","uoga usioweza kuzuilika wa haraka"
"","meanings","kifalme"
"","","ukubwa wenye kuvutia"
"","picture","mwezi"
"","picture","nyota"
"","picture","kipepeo"
"","picture","treni"
"","picture","ua"
"","picture","wingu"
"","picture","jani"
"","picture","mashine"
"","words","pamoja"
"","words","sauti"
"","words","mtaa"
"","words","aliongea"
"Khalai_azungumzia_mimea_Khalai_talks","multiple_choice","Khalai aliongea na nani?"
"","","mimea"
"","","wadudu"
"","","samaki"
"","","wanyama"
"","multiple_choice","Khalai anataka kufanya nini chini ya kivuli cha mti?"
"","","kujisomea"
"","","kulala"
"","","kukaa"
"","","kucheza"
"","multiple_choice","Khalai anataka kufanya nini na maua"
"","","kuweka kwenye nywele"
"","","kuyakausha"
"","","kuyala"
"","","kuyamwagia maji"
"","fill_in_the_blanks","Khalai anaamka na kuongea na mmea mchanga wa Mchungwa,"
"","","mchungwa"
"","","epo"
"","","muembe"
"","","mndimu"
"","fill_in_the_blanks","Khalai anauzungumzia ua unaoizingira shule yake,"
"","","shule"
"","","nyumba"
"","","bustani"
"","","mbuga"
"","fill_in_the_blanks","kua mwenye nguvu ili uzuie shule yetu kutokana na watu wabaya."
"","","nguvu"
"","","dhaifu"
"","","mrefu"
"","","mfupi"
"","meanings","mbivu"
"","","tunda lililobadilika na kuwa jekundu tayari kwa kuvunwa na kuliwa"
"","meanings","labda"
"","","hutumika kueleza kitu kisichokuwepo au chenye uwezekano wa kuwepo"
"","meanings","kuchanua"
"","","kutengeneza maua"
"","meanings","ua"
"","","uzio unaotengenezwa kwa vichaka vilivyomea na kukaribiana"
"","picture","ua"
"","picture","mti"
"","picture","chungwa"
"","picture","uzio"
"","words","saba"
"","words","ukijani"
"","words","kuchanua"
"","words","kivuli"
"Kijana_Palinyang_Young_Palinyang","multiple_choice","palinyang alifurahia kufanya nini?"
"","","Kufuga wanyama kiwanjani"
"","","kutembea kwenda shule"
"","","kucheza na ngedere"
"","","kulala nyumbani"
"","multiple_choice","Ng'ombe walikwenda wapi baada ya mvua kuisha?"
"","","kwenye kijiji kidogo"
"","","kivulini"
"","","kwenye kisiwa"
"","","angani"
"","multiple_choice","Lokeyokoni alimnunulia nini Palinyang?"
"","","begi jekundu"
"","","ngoma"
"","","ng'ombe"
"","","kitabu"
"","fill_in_the_blanks","Sausau aliishi msituni zamani kabla miti haijakatwa"
"","","msituni"
"","","mjini"
"","","kijijini"
"","","pangoni"
"","fill_in_the_blanks","Lokeyoni alikua na watoto wa kiume wengi na watoto wa kike wengi"
"","","watoto wa kike"
"","","kaka na kaka"
"","","dada na dada"
"","","vitabu"
"","fill_in_the_blanks","Ng'ombe wote walivunja zizi na kumfuata palinyang"
"","","ng'ombe"
"","","ndege"
"","","watoto"
"","","wakubwa"
"","meanings","jambazi"
"","","mtu afanyaye kazi za wizi"
"","meanings","kuomboleza"
"","","hali ya kuonyesha huzuni juu ya kifo cha mtu fulani"
"","meanings","yatima"
"","","mtoto aliyefiwa na wazazi wake"
"","meanings","ajabu"
"","","hali ya mshangao na kupongezwa"
"","meanings","zizi"
"","","sehemu iliyozungukwa na uzio"
"","meanings","kupitisha kitu kisicho chako"
"","","kuchukua mtoto mwingine na kumfanya wako kisheria"
"","meanings","heshimu"
"","","hali ya kua na adabu na kusilikiza kwa makini kitu fulani"
"","meanings","kutafuta"
"","","kutafuta au kugundua kwa kufanya uchunguzi"
"","picture","jani"
"","picture","ng'ombe"
"","picture","kichaka"
"","picture","begi"
"","words","kuamini"
"","words","kufuga"
"","words","malazi"
"","words","mapendeleo"
"Kima_apoteza_mkia_wakeMonkey","multiple_choice","Nani alikua rafiki wa kima?"
"","","sungura"
"","","mwanakijiji"
"","","kobe"
"","","fisi"
"","multiple_choice","kwanini sungura alimwonea wivu kima?"
"","","kwasababu kima alikua na mkia mrefu"
"","","kwa sababu kima aliweza kupanda mitini"
"","","kwasababu kima alikua tajiri"
"","","kwasababu ya masikio yake"
"","multiple_choice","Nini kilitokea kati ya kima na sungura?"
"","","walikua maadui"
"","","walicheza pamoja"
"","","walianza shule"
"","","walianza kuandika"
"","fill_in_the_blanks","walienda katika shamba la mtu na kuanza kula mahindi"
"","","mahindi"
"","","karoti"
"","","nyanya"
"","","viazi"
"","fill_in_the_blanks","kima alijitahidi sana kutoroka lakini alishindwa"
"","","kutoroka"
"","","kulala"
"","","kutania"
"","","kucheka"
"","fill_in_the_blanks","sungura alichukua mkia wa kima na kwenda kuupika"
"","","mkia"
"","","sikio"
"","","jicho"
"","","mguu"
"","meanings","mjinga"
"","","hali ya kukosa maarifa"
"","meanings","wivu"
"","","hali ya kuwa na chuki juu ya kitu kizuri alichofanya mtu"
"","meanings","kukubali"
"","","hali ya kuridhia kupokea"
"","meanings","pamoja"
"","","hali ya kuwa karibu na mtu au watu"
"","meanings","utamu"
"","","hali ya kuwa na ladha nzuri"
"","meanings","kutoroka"
"","","hali ya kujiweka huru kutoka kifungoni bila ridhaa ya aliyekuweka kifungoni"
"","meanings","kukaribisha"
"","","kuomba mtu aungane na wewe mahali fulani"
"","meanings","somo"
"","","muda wa kujifunza au kufundisha"
"","picture","meza"
"","picture","chungu"
"","picture","jani"
"","picture","mbao"
"","words","kila"
"","words","kupayuka"
"","words","kuomba"
"","words","kusikiliza"
"Kisirusiru_mjinga_Kisirusiru","multiple_choice","mbuzi alimraruria Kisirusiru nini walipokua malishoni?"
"","","shati"
"","","kofia"
"","","blanketi"
"","","kapeti"
"","multiple_choice","nini kilitokea kwenye chungu"
"","","kilivunjika vigae vigae"
"","","kilikua salama"
"","","kiliruka"
"","","kililiwa"
"","multiple_choice","Kisirusiru na mama yake walilala wapi?"
"","","mtini"
"","","pangoni"
"","","jukwaani"
"","","bustanini"
"","fill_in_the_blanks","Sindano ilianguka kutoka mfukoni na kupotea."
"","","sindano"
"","","chungu"
"","","mbuzi"
"","","mlango"
"","fill_in_the_blanks","Mbuzi hufungwa na kuvutwa kwa kamba!"
"","","kamba"
"","","uzi"
"","","cheni"
"","","ukili"
"","fill_in_the_blanks","Waliogopa sana wakauachilia mlango ukaanguka kwa kishindo."
"","","mlango"
"","","dirisha"
"","","nyumba"
"","","begi"
"","meanings","uvumilivu"
"","","hali ya kuwa na subira katika kitu kilichochelewa."
"","meanings","kumbuka"
"","","kuwa na uwezo wa kuwa na ufahamu wa mambo au vitu vilivyopita"
"","meanings","sindano"
"","","aina ya chuma chembamba chenye sehemu ya kushukia uzi"
"","meanings","kuelewa"
"","","kutambua kitu kilichokusudio"
"","meanings","hatari"
"","","yenye kusababisha madhara"
"","meanings","kuishi"
"","","kufanya yale mtu atakayo yafanywe"
"","meanings","kufikiria"
"","","kuunda uhalisia wa kitu fulani katika fikra"
"","meanings","ujinga"
"","","tabia yenye kuonyesha upungufu wa kufikiri au kuhukumu"
"","picture","karatasi"
"","picture","begi"
"","picture","nyama"
"","picture","jiwe"
"","picture","nyasi"
"","picture","wingu"
"","picture","jua"
"","picture","mti"
"","words","mfuko"
"","words","mchirizi"
"","words","kusubiria"
"","words","popote"
"Kuhesabu_wanyama_Counting","multiple_choice","tembo wangapi wanaenda kunywa maji?"
"","","moja"
"","","tano"
"","","kumi"
"","","sita"
"","multiple_choice","nani anaogelea kwenye maji?"
"","","vyura"
"","","simba"
"","","tembo"
"","","twiga"
"","multiple_choice","Nani anaunguruma?"
"","","simba"
"","","samaki"
"","","pundamilia"
"","","tembo"
"","fill_in_the_blanks","Twiga wawili wanaenda kunywa maji?"
"","","Twiga"
"","","Simba"
"","","nyati"
"","","ndege"
"","fill_in_the_blanks","Swala watano na nguruwe mwitu sita wanatembea kuelekea mahali kuna maji."
"","","wanatembea"
"","","wanaogelea"
"","","wamekaa"
"","","wanaruka"
"","fill_in_the_blanks","Tembo mmoja anakunywa maji pamoja na simba."
"","","tembo"
"","","nyati"
"","","ndege"
"","","twiga"
"","picture","simba"
"","picture","nyati"
"","picture","twiga"
"","picture","tembo"
"","picture","pundamilia"
"","picture","samaki"
"","picture","swala"
"","picture","chura"
"","words","tembo"
"","words","twiga"
"","words","nyati"
"","words","swala"
"Kuku_na_Jongoo","multiple_choice","kuku na jongoo walicheza nini?"
"","","mpira wa miguu"
"","","mpira wa kikapu"
"","","mpira wa wavu"
"","","kukimbia riadha"
"","multiple_choice","nani alifunga bao"
"","","jongoo"
"","","kuku"
"","","mbwa"
"","","paka"
"","multiple_choice","kuku anakutana na nani?"
"","","mama jongoo"
"","","baba jongoo"
"","","kaka jongoo"
"","","dada jongoo"
"","fill_in_the_blanks","kuku na jongoo na mirafiki"
"","","marafiki"
"","","kaka na kaka"
"","","dada na dada"
"","","wamoja"
"","fill_in_the_blanks","kuku anamkula jongoo"
"","","jongoo"
"","","mbwa"
"","","paka"
"","","nyoka"
"","fill_in_the_blanks","jongoo ana ladha mbaya sana"
"","","mbaya"
"","","tamu"
"","","nzuri"
"","","chachu"
"","meanings","kikohozi"
"","","hewa itokayo kwenye mapafu ikiambatana na sauti ya ghafla"
"","meanings","kuvuka"
"","","kuudhi"
"","meanings","alama"
"","","kupata goli, kuongoza kwenye mchezo"
"","meanings","rafiki"
"","","mtu wa karibu"
"","picture","wavu"
"","picture","wingu"
"","picture","mpira"
"","picture","kichaka"
"","words","miguu"
"","words","kipa"
"","words","maadui"
"","words","kuumwa"
"Kutekwa_nyara","multiple_choice","watoto walitekwa wapi?"
"","","katika uwanja mkubwa karibu na reli ya zamani"
"","","shule"
"","","karibu na mto"
"","","stendi ya basi"
"","multiple_choice","kiki alitoroka vipi?"
"","","kupitia dirishani"
"","","kupitia batini"
"","","kupitia mlangoni"
"","","kwa kuruka nje ya gari"
"","multiple_choice","nani alimuokoa mtoto kutoka kwa watekaji?"
"","","polisi"
"","","wazazi wake"
"","","mwalimu wake"
"","","rafiki yake"
"","fill_in_the_blanks","Mimi na ra?ki yangu Kiki hupenda kuchunguza na kuvumbua mambo."
"","","kuchunguza"
"","","kukimbia riadha"
"","","kula"
"","","kucheza"
"","fill_in_the_blanks","tuliwekwa wote kwenye chumba chenye kiza totoro"
"","","kiza"
"","","mwanga"
"","","kisafi"
"","","kichafu"
"","fill_in_the_blanks","Polisi wa kike aliufungua mlango, akaingia chumbani na kunifunika kwa blanketi."
"","","polisi wa kike"
"","","mtunza bustani"
"","","mfanyakazi"
"","","mwalimu"
"","meanings","ambalanzi"
"","","gari maalumu kwaajili ya kubebea wagonjwa"
"","meanings","kuchunguza"
"","","kusafiri sehemu usiyoijua kwaajili ya kujifunza vitu"
"","meanings","kipaumbele"
"","","ilani anayopewa mtu kuhusu mtu fulani au kuhusu kitu fulani"
"","meanings","ilani"
"","","fahamu kuhusu"
"","meanings","safari"
"","","sanaa ya kusafiri sehemu moja kwenda nyingine"
"","meanings","kunong'oneza"
"","","kusema kitu taratibu na polepole bila wengine kusikia"
"","meanings","kubiringika"
"","","kuzunguka kwa kuzungusha mwili haraka haraka"
"","meanings","fidia"
"","","kiasi cha fedha kitakiwacho kulipwa kwaajili ya kuwafungulia mateka"
"","picture","nyumba"
"","picture","hema"
"","picture","taa"
"","picture","kapeti"
"","picture","mlango"
"","picture","meza"
"","picture","lori"
"","picture","gari iliyofunikwa isiyo na madirisha ya pembeni"
"","words","jirani"
"","words","kitaambaa"
"","words","utandu"
"","words","uelekeo"
"Kwa_nini_Yayeri_ni_mashuhuri","multiple_choice","yayere huamka muda gani?"
"","","asubuhi na mapema"
"","","huchelewa kuamka"
"","","mchana"
"","","usiku"
"","multiple_choice","Yayere huwasalimu wakina nani?"
"","","wazazi wake na mabbau zake"
"","","muuza duka"
"","","wageni wasiojulikana"
"","","mbwa"
"","multiple_choice","sare za Yayere ni za rangi gani?"
"","","rangi ya chungwa"
"","","rangi ya bluu"
"","","rangi nyeupe"
"","","rangi ya kijani"
"","fill_in_the_blanks","Yayeri hutandika kitanda chake vizuri sana"
"","","kitanda"
"","","begi"
"","","kahawa"
"","","nguo"
"","fill_in_the_blanks","Yayeri huosha uso wake kwa sabuni ya bluu"
"","","bluu"
"","","nyekundu"
"","","kijani"
"","","njano"
"","fill_in_the_blanks","Yayeri anasoma sayansi, masomo ya jamii na hesabu"
"","","hesabu"
"","","upishi"
"","","kemia"
"","","lugha"
"","meanings","andaa"
"","","fanya kitu kuwa tayari kutumika"
"","meanings","salamu"
"","","kutoa salamu ya busara ya utambuzi au alama ya kukaribisha pale ukutanapo na mtu"
"","meanings","brashi"
"","","hutumika kuondoa uchafu kwa kusugua"
"","meanings","kushukuru"
"","","kuonyesha hali ya kukubaliana na kitu ulichofsnyiwa au ulichopokea"
"","picture","benchi"
"","picture","brashi"
"","picture","kitanda"
"","picture","ndoo"
"","picture","kiti"
"","picture","meza"
"","picture","kibanda"
"","picture","dirisha"
"","words","kubwa"
"","words","wenyewe"
"","words","bibi"
"","words","sayansi"
"Magozwe","multiple_choice","wavulana walilifukuzaje baridi?"
"","","kwa kuwasha moto"
"","","kwa kuvaa masweta"
"","","kwa kuingia ndani?"
"","","klwa kunywa supu ya moto"
"","multiple_choice","Magozwe aliota kuwa nani?"
"","","rubani"
"","","seremala"
"","","mwalimu"
"","","mkulima"
"","multiple_choice","Tomaso alimzawadia nini Magozwe katika siku ya kusherehekea miaka kumi ya tangu kuzaliwa kwake?"
"","","Kitabu kipya cha hadithi"
"","","mwanasesere"
"","","pipi"
"","","nguo"
